Part.Number,Part.Number.Start,Part,Subpart,Part.Number.End,Change,Page,FedReg_Number,Year,Action
224.2,224.2,224,2,NA,Revised,15735,30,1965,Modification
224.2,224.2,224,2,NA,Revised,"6195, 17425",32,1967,Modification
224.2,224.2,224,2,NA,Revised,"5088, 6708, 12673, 20034",33,1968,Modification
224.2,224.2,224,2,NA,Revised,6472,34,1969,Modification
224.2,224.2,224,2,NA,Revised,"18369, 19570",35,1970,Modification
224.2,224.2,224,2,NA,Revised,"973, 2477, 3461, 14179",36,1971,Modification
224.3,224.3,224,3,NA,Amended,4538,36,1971,Modification
224.3,224.3,224,3,NA,Redesignated as 210.52,19901,36,1971,Addition
224.3,224.3,224,3,NA,Revised,16855,29,1964,Modification
224.3,224.3,224,3,NA,Revised,15735,30,1965,Modification
224.3,224.3,224,3,NA,Revised,"6195, 17425",32,1967,Modification
224.3,224.3,224,3,NA,Revised,"5088, 6708, 12673, 20035",33,1968,Modification
224.3,224.3,224,3,NA,Revised,6472,34,1969,Modification
224.3,224.3,224,3,NA,Revised,"18369, 19570",35,1970,Modification
224.3,224.3,224,3,NA,Revised,"973, 2477, 3461, 14197",36,1971,Modification
224.4,224.4,224,4,NA,Amended,4538,36,1971,Modification
224.4,224.4,224,4,NA,Corrected,14382,36,1971,Modification
224.4,224.4,224,4,NA,Redesignated as 201.53,19901,36,1971,Addition
224.4,224.4,224,4,NA,Revised,16855,29,1964,Modification
224.4,224.4,224,4,NA,Revised,15735,30,1965,Modification
224.4,224.4,224,4,NA,Revised,"6195, 17425",32,1967,Modification
224.4,224.4,224,4,NA,Revised,"5088, 6708, 12673, 20035",33,1968,Modification
224.4,224.4,224,4,NA,Revised,6472,34,1969,Modification
224.4,224.4,224,4,NA,Revised,"5005, 18369, 19570",35,1970,Modification
224.4,224.4,224,4,NA,Revised,"973, 2477, 3462, 14179",36,1971,Modification
224.7,224.7,224,7,NA,Removed,19901,36,1971,Deletion
225,225,225,NA,NA,Added; redesignated from Part 222,21666,36,1971,Addition
225.123,225.123,225,123,NA,(e) removed,11316,37,1972,Deletion
225.123,225.123,225,123,NA,Technical correction,11557,37,1972,Modification
225.124,225.124,225,124,NA,Added,21808,36,1971,Addition
225.125,225.125,225,125,NA,Added,1464,37,1972,Addition
225.126,225.126,225,126,NA,(h) corrected,21938,37,1972,Modification
225.126,225.126,225,126,NA,Added,9022,37,1972,Addition
225.126,225.126,225,126,NA,Revised,20329,37,1972,Modification
225.127,225.127,225,127,NA,Added,11316,37,1972,Addition
225.127,225.127,225,127,NA,Correction,13336,37,1972,Modification
225.128,225.128,225,128,NA,Added,18520,37,1972,Addition
225.4,225.4,225,4,NA,(g) added,21807,36,1971,Addition
225.4,225.4,225,4,NA,Amended,28047,37,1972,Modification
225.4,225.4,225,4,NA,CFR corrected,13084,37,1972,Modification
225.4,225.4,225,4,NA,Introductory text of (a) amended; (a)(5) and footnote revised,1463,37,1972,Modification
225.4,225.4,225,4,NA,Introductory text of (a) amended; (a)(5) revised; (b) and (d) footnotes amended,11711,37,1972,Modification
225.5,225.5,225,5,NA,Redesignated from 222.5-222.7,21666,36,1971,Addition
226,226,226,NA,NA,Added,2002,34,1969,Addition
226,226,226,NA,NA,Supplement I added by reference,2017,34,1969,Addition
226,226,226,NA,NA,Supplement II added by reference,12330,34,1969,Addition
226,226,226,NA,NA,Supplement III added by reference,5215,35,1970,Addition
226,226,226,NA,NA,Supplement III amended,"7550, 10358, 11992",35,1970,Modification
226,226,226,NA,NA,Supplement IV added by reference,1041,36,1971,Addition
226.1,226.1,226,1,NA,(e) added,4113,36,1971,Addition
226.1,226.1,226,1,NA,Revised,1040,36,1971,Modification
226.1001,226.1001,226,1001,NA,Added,7571,34,1969,Addition
226.1002,226.1002,226,1002,NA,Added,7572,34,1969,Addition
226.101,226.101,226,101,NA,Added,6417,34,1969,Addition
226.101,226.101,226,101,NA,Redesignated as 226.501,7571,34,1969,Addition
226.102,226.102,226,102,NA,Added,6417,34,1969,Addition
226.102,226.102,226,102,NA,Redesignated as 226.601,7571,34,1969,Addition
226.103,226.103,226,103,NA,Added,6417,34,1969,Addition
226.103,226.103,226,103,NA,Redesignated as 226.602,7571,34,1969,Addition
226.104,226.104,226,104,NA,Added,6417,34,1969,Addition
226.104,226.104,226,104,NA,Redesignated as 226.603,7571,34,1969,Addition
226.105,226.105,226,105,NA,Added,6417,34,1969,Addition
226.105,226.105,226,105,NA,Redesignated as 226.701,7571,34,1969,Addition
226.12,226.12,226,12,NA,(f) added,24105,37,1972,Addition
226.12,226.12,226,12,NA,Revised,5214,35,1970,Modification
226.12,226.12,226,12,NA,Revised,1040,36,1971,Modification
226.13,226.13,226,13,NA,"(a)(4), (b), and (c) revised",24338,37,1972,Modification
226.13,226.13,226,13,NA,Added,1041,36,1971,Addition
226.2,226.2,226,2,NA,(d) and (k) corrected,5327,34,1969,Modification
226.201,226.201,226,201,NA,Added,7607,34,1969,Addition
226.202,226.202,226,202,NA,Added,8698,34,1969,Addition
226.203,226.203,226,203,NA,Added,8698,34,1969,Addition
226.301,226.301,226,301,NA,Added,8698,34,1969,Addition
226.302,226.302,226,302,NA,Added,2865,35,1970,Addition
226.401,226.401,226,401,NA,Added,7571,34,1969,Addition
226.402,226.402,226,402,NA,Added,7608,34,1969,Addition
226.403,226.403,226,403,NA,Added,8699,34,1969,Addition
226.404,226.404,226,404,NA,Added,13301,34,1969,Addition
226.404,226.404,226,404,NA,Revised,2865,35,1970,Modification
226.405,226.405,226,405,NA,Added,13301,34,1969,Addition
226.405,226.405,226,405,NA,Revised,14516,34,1969,Modification
226.406,226.406,226,406,NA,Added,17029,35,1970,Addition
226.407,226.407,226,407,NA,Added,16050,36,1971,Addition
226.5,226.5,226,5,NA,"(a)(3) revised, eff. June 1, 1973",24337,37,1972,Modification
226.5,226.5,226,5,NA,(a)(3)(ii) corrected,25485,37,1972,Modification
226.501,226.501,226,501,NA,Redesignated from 226.101,7571,34,1969,Addition
226.502,226.502,226,502,NA,Added,8698,34,1969,Addition
226.503,226.503,226,503,NA,Added,9615,34,1969,Addition
226.504,226.504,226,504,NA,Added,14516,34,1969,Addition
226.505,226.505,226,505,NA,Added,14516,34,1969,Addition
226.6,226.6,226,6,NA,(l) added,22809,36,1971,Addition
226.601,226.601,226,601,NA,Redesignated from 226.102,7571,34,1969,Addition
226.602,226.602,226,602,NA,Redesignated from 226.103,7571,34,1969,Addition
226.603,226.603,226,603,NA,Redesignated from 226.104,7571,34,1969,Addition
226.604,226.604,226,604,NA,Added,7571,34,1969,Addition
226.605,226.605,226,605,NA,Added,11083,34,1969,Addition
226.7,226.7,226,7,NA,"(a)(4), (b)(5) and (6), and (c) revised, eff. June 1, 1973",24338,37,1972,Modification
226.7,226.7,226,7,NA,(b)(3) corrected,5327,34,1969,Modification
226.7,226.7,226,7,NA,(e) revised,16919,35,1970,Modification
226.7,226.7,226,7,NA,(e) revised,4113,36,1971,Modification
226.701,226.701,226,701,NA,Redesignated from 226.105,7571,34,1969,Addition
226.702,226.702,226,702,NA,Added,7571,34,1969,Addition
226.702,226.702,226,702,NA,"Removed, eff. June 1, 1973",24339,37,1972,Deletion
226.703,226.703,226,703,NA,Added,7608,34,1969,Addition
226.703,226.703,226,703,NA,Revised,13246,37,1972,Modification
226.704,226.704,226,704,NA,Added,7608,34,1969,Addition
226.704,226.704,226,704,NA,"Removed, eff. June 1, 1973",24339,37,1972,Deletion
226.705,226.705,226,705,NA,Added,16646,36,1971,Addition
226.706,226.706,226,706,NA,Added,13247,37,1972,Addition
226.707,226.707,226,707,NA,Added,24339,37,1972,Addition
226.8,226.8,226,8,NA,(e)(2)(iii) corrected,5327,34,1969,Modification
226.8,226.8,226,8,NA,(o) revised,13410,34,1969,Modification
226.8,226.8,226,8,NA,(p) added,18242,34,1969,Addition
226.801,226.801,226,801,NA,Added,7571,34,1969,Addition
226.802,226.802,226,802,NA,Added,7608,34,1969,Addition
226.803,226.803,226,803,NA,Added,7608,34,1969,Addition
226.804,226.804,226,804,NA,Added,7608,34,1969,Addition
226.805,226.805,226,805,NA,Added,8699,34,1969,Addition
226.806,226.806,226,806,NA,Added,8699,34,1969,Addition
226.807,226.807,226,807,NA,Added,9615,34,1969,Addition
226.808,226.808,226,808,NA,Added,9616,34,1969,Addition
226.809,226.809,226,809,NA,Added,9616,34,1969,Addition
226.810,226.810,226,810,NA,Added,11083,34,1969,Addition
226.811,226.811,226,811,NA,Added,13301,34,1969,Addition
226.811,226.811,226,811,NA,Revised,2866,35,1970,Modification
226.812,226.812,226,812,NA,Added,18243,34,1969,Addition
226.813,226.813,226,813,NA,Added,2866,35,1970,Addition
226.814,226.814,226,814,NA,Added,2867,35,1970,Addition
226.815,226.815,226,815,NA,Added,2867,35,1970,Addition
226.816,226.816,226,816,NA,Added,2867,35,1970,Addition
226.817,226.817,226,817,NA,Added,5586,35,1970,Addition
226.9,226.9,226,9,NA,(b) and (c) revised,4113,36,1971,Modification
226.9,226.9,226,9,NA,(b) corrected,5327,34,1969,Modification
226.9,226.9,226,9,NA,(g)(4) revised,18242,34,1969,Modification
226.9,226.9,226,9,NA,Footnote 14 revised,19671,36,1971,Modification
226.901,226.901,226,901,NA,Added,8699,34,1969,Addition
226.902,226.902,226,902,NA,Added,8699,34,1969,Addition
226.903,226.903,226,903,NA,(a) corrected,12255,34,1969,Modification
226.903,226.903,226,903,NA,Added,11083,34,1969,Addition
226.903,226.903,226,903,NA,Revised,2863,35,1970,Modification
250,250,250,NA,NA,"Added; redesignated from 208.102-208.109, 208.111, 208.113-208.115, 208.118-208.121 and revised",9866,33,1968,Addition
250.104,250.104,250,104,NA,Added,25486,37,1972,Addition
250.141,250.141,250,141,NA,Revised,11813,33,1968,Modification
250.162,250.162,250,162,NA,Revised,5673,36,1971,Modification
250.182,250.182,250,182,NA,Added,11414,34,1969,Addition
250.240,250.240,250,240,NA,Added,10201,35,1970,Addition
261,261,261,NA,NA,Revised,9516,32,1967,Modification
261.2,261.2,261,2,NA,(d)(2)(v) amended,12248,30,1965,Modification
261.6,261.6,261,6,NA,(b) amended,16973,35,1970,Modification
262,262,262,NA,NA,Revised,11984,32,1967,Modification
262.2,262.2,262,2,NA,(f)(5) revised,4197,31,1966,Modification
262.2,262.2,262,2,NA,(f)(5)(ii) corrected,4390,31,1966,Modification
262.2,262.2,262,2,NA,(f)(7) revised,12248,30,1965,Modification
262.3,262.3,262,3,NA,(f)(1) and (4) revised,17329,36,1971,Modification
262.3,262.3,262,3,NA,(f)(1) revised,2989,33,1968,Modification
262.3,262.3,262,3,NA,(f)(4) revised,6574,35,1970,Modification
262.6,262.6,262,6,NA,Corrected,12743,32,1967,Modification
263,263,263,NA,NA,Revised,11140,32,1967,Modification
264,264,264,NA,NA,Added,3446,31,1966,Addition
264,264,264,NA,NA,Revised,8655,33,1968,Modification
265,265,265,NA,NA,Added; incorrectly designated as Part 264,8519,32,1967,Addition
265,265,265,NA,NA,Correctly designated as Part 265,8956,32,1967,Addition
265.1a,265.1a,265,1a,NA,(a) and (b) revised,2384,35,1970,Modification
265.1a,265.1a,265,1a,NA,(a)(2) revised,14074,35,1970,Modification
265.1a,265.1a,265,1a,NA,(a)(4) added,15068,35,1970,Addition
265.1a,265.1a,265,1a,NA,(b) revised,11383,35,1970,Modification
265.1a,265.1a,265,1a,NA,Added,618,34,1969,Addition
265.1a,265.1a,265,1a,NA,"Introductory text, (a), (b), and (c) redesignated as introductory text of (a) and (a)(1), (2), and (3), respectively; new (b) added",5998,35,1970,Addition
265.2,265.2,265,2,NA,"(a) revised; (b)(4) added; (c)(10) revised; (c)(14), (15), and (16) added; (d)(3) and (f)(1), (2), and (7) revised; (f)(18) and (g) added",2384,35,1970,Addition
265.2,265.2,265,2,NA,(b)(5) added,14623,36,1971,Addition
265.2,265.2,265,2,NA,(c)(10) added,19159,32,1967,Addition
265.2,265.2,265,2,NA,(c)(12) added; introductory text of (d) revised; (d)(4) and (f)(15) added,1633,34,1969,Addition
265.2,265.2,265,2,NA,(c)(13) and (f)(17) added,14279,34,1969,Addition
265.2,265.2,265,2,NA,(c)(17) revised,"4044, 7782",35,1970,Modification
265.2,265.2,265,2,NA,(c)(18) added,18373,36,1971,Addition
265.2,265.2,265,2,NA,(f) introductory text revised; (f)(25) added,23329,37,1972,Addition
265.2,265.2,265,2,NA,(f)(14) added,10330,33,1968,Addition
265.2,265.2,265,2,NA,(f)(16) added,5928,34,1969,Addition
265.2,265.2,265,2,NA,(f)(19); (20) and (21) added,10779,36,1971,Addition
265.2,265.2,265,2,NA,(f)(22) added,17329,36,1971,Addition
265.2,265.2,265,2,NA,(f)(22) revised,23535,37,1972,Modification
265.2,265.2,265,2,NA,(f)(22) revised; (f)(23) and (24) added,1034,37,1972,Addition
265.2,265.2,265,2,NA,(f)(7)(ii) corrected,8956,32,1967,Modification
265.2,265.2,265,2,NA,Heading and introductory text of (c) revised; (c)(11) added,618,34,1969,Addition
269,269,269,NA,NA,Added,4610,35,1970,Addition
269.5,269.5,269,5,NA,(f) added,21989,37,1972,Addition
271,271,271,NA,NA,Revised,9518,32,1967,Modification
272.1,272.1,272,1,NA,Revised,9520,32,1967,Modification
272.3,272.3,272,3,NA,Revised,9520,32,1967,Modification
272.5,272.5,272,5,NA,Repealed,9520,32,1967,Deletion
290-292,290,290,NA,292,Subchapter C added,8919,35,1970,Addition
294,294,294,NA,NA,Added,12102,35,1970,Addition
294.110,294.110,294,110,NA,(a) amended,13722,35,1970,Modification
294.200,294.200,294,200,NA,Revised,13722,35,1970,Modification
204.5,204.5,204,5,NA,(a) revised,13512,35,1970,Modification
204.5,204.5,204,5,NA,(c) revised,18658,35,1970,Modification
204.1,204.1,204,1,NA,(e)(1) revised,15903,35,1970,Modification
204.1,204.1,204,1,NA,(f) amended,13512,35,1970,Modification
204.1,204.1,204,1,NA,(f)(3) revised,10846,35,1970,Modification
204.114,204.114,204,114,NA,Correctly designated,8654,35,1970,Addition
204.5,204.5,204,5,NA,Heading revised,19661,35,1970,Modification
217.7,217.7,217,7,NA,(b)(1) introductory text revised,26425,43,1978,Modification
217.7,217.7,217,7,NA,"(b)(4) (d), (e), and (f) interpretation",24516,43,1978,Other
217.4,217.4,217,4,NA,(d)(3) amended,58365,43,1978,Modification
208.8,208.8,208,8,NA,(e)(3) and Appendix A revised,20784,43,1978,Modification
226.2,226.2,226,2,NA,"(d), (jj), and (kk) amended; (h) revised; (mm) through (ss) added",45538,41,1976,Addition
217.4,217.4,217,4,NA,(f) revised,61248,42,1977,Modification
201,201,201,NA,NA,Heading revised,9076,38,1973,Modification
201,201,201,NA,NA,Redesignated as 201.2 and revised,9076,38,1973,Addition
201,201,201,NA,NA,Revised,54010,45,1980,Modification
201.1,201.1,201,1,NA,Revised,9076,38,1973,Modification
201.1,201.1,201,1,NA,Revised,19220,45,1980,Modification
201.108,201.108,201,108,NA,(d) amended,53709,43,1978,Modification
201.11,201.11,201,11,NA,Added,21434,43,1978,Addition
201.2,201.2,201,2,NA,(e) revised,35128,39,1974,Modification
201.2,201.2,201,2,NA,(d) revised,36808,41,1976,Modification
201.2,201.2,201,2,NA,Redesignated as 201.3 and revised,9077,38,1973,Addition
201.3,201.3,201,3,NA,(b) revised,39031,39,1974,Modification
201.3,201.3,201,3,NA,Redesignated as 201.4 and revised,9077,38,1973,Addition
201.4,201.4,201,4,NA,Redesignated as 201.5,9077,38,1973,Addition
201.5,201.5,201,5,NA,Redesignated from 201.4 and revised,9077,38,1973,Addition
201.51,201.51,201,51,NA,Revised,"16873, 44422",39,1974,Modification
201.51,201.51,201,51,NA,Revised,"4904,  6769,  12988,  23842",40,1975,Modification
201.51,201.51,201,51,NA,Amended,"50782, 55237, 60190",46,1981,Modification
201.51,201.51,201,51,NA,Corrected,14369,38,1973,Modification
201.51,201.51,201,51,NA,Effective date corrected,55237,46,1981,Modification
201.51,201.51,201,51,NA,Revised,"2330, 6988, 12733, 14092, 16214, 19016, 23772",38,1973,Modification
201.51,201.51,201,51,NA,Revised,"4540, 52979",41,1976,Modification
201.51,201.51,201,51,NA,Revised,"47185, 57302",42,1977,Modification
201.51,201.51,201,51,NA,Revised,"4002, 21658, 31883, 38571, 45821, 50867, 53707",43,1978,Modification
201.51,201.51,201,51,NA,Revised,"45116, 57385, 51191, 60717",44,1979,Modification
201.51,201.51,201,51,NA,Revised,"12774, 40108, 41629, 52144, 67055, 78624, 82624",45,1980,Modification
201.51,201.51,201,51,NA,Revised,"27090, 56409, 61249",46,1981,Modification
201.51,201.51,201,51,NA,Revised,"35465, 36609, 37076, 39130, 47534, 54424, 57483",47,1982,Modification
201.51,201.51,201,51,NA,Revised,"15543, 47825",49,1984,Modification
201.51,201.51,201,51,NA,Revised,"444, 23395",50,1985,Modification
201.52,201.52,201,52,NA,(b) revised,"27476,30807",40,1975,Modification
201.52,201.52,201,52,NA,Revised,"16873, 38087, 44422",39,1974,Modification
201.52,201.52,201,52,NA,Revised,"4904,  6769,  12988,  23842",40,1975,Modification
201.52,201.52,201,52,NA,(a) and (b) revised,57302,42,1977,Modification
201.52,201.52,201,52,NA,(b) revised,48120,46,1981,Modification
201.52,201.52,201,52,NA,Corrected,14369,38,1973,Modification
201.52,201.52,201,52,NA,Revised,"2330, 6988, 12733, 14092, 16214, 19016, 23772",38,1973,Modification
201.52,201.52,201,52,NA,Revised,"4540, 52979",41,1976,Modification
201.52,201.52,201,52,NA,Revised,47185,42,1977,Modification
201.52,201.52,201,52,NA,Revised,"4002, 21658, 31883, 38571, 45821, 50867, 53708",43,1978,Modification
201.52,201.52,201,52,NA,Revised,"45116, 57385, 51191, 60717",44,1979,Modification
201.52,201.52,201,52,NA,Revised,"12774, 40108, 41629, 52144, 67055, 78624, 82624",45,1980,Modification
201.52,201.52,201,52,NA,Revised,"27090, 58409, 61249",46,1981,Modification
201.52,201.52,201,52,NA,Revised,"35465, 36609, 37076, 39130, 47534, 54424, 57483",47,1982,Modification
201.52,201.52,201,52,NA,Revised,"15543, 47825",49,1984,Modification
201.52,201.52,201,52,NA,Revised,"444, 23395",50,1985,Modification
201.53,201.53,201,53,NA,Revised,"16873, 38087, 44422",39,1974,Modification
201.53,201.53,201,53,NA,Revised,4904,40,1975,Modification
201.53,201.53,201,53,NA,Corrected,14369,38,1973,Modification
201.53,201.53,201,53,NA,Revised,"2330, 6988, 12733, 14092, 16214, 19016, 23772",38,1973,Modification
201.53,201.53,201,53,NA,Revised,"4540, 52980",41,1976,Modification
201.53,201.53,201,53,NA,Revised,"47186, 57302",42,1977,Modification
201.53,201.53,201,53,NA,Revised,"4002, 21658, 31883, 38572, 45821, 50868, 53708",43,1978,Modification
201.53,201.53,201,53,NA,Revised,"45116, 51191, 57385, 60717",44,1979,Modification
201.53,201.53,201,53,NA,Revised,"12775, 40108, 41630, 52144, 67056, 78624, 82624",45,1980,Modification
201.53,201.53,201,53,NA,Revised,27090,46,1981,Modification
201.6,201.6,201,6,NA,Revised,9077,38,1973,Modification
201.7,201.7,201,7,NA,Added,9077,38,1973,Addition
202,202,202,NA,NA,Removed,11873,39,1974,Deletion
202,202,202,NA,NA,Added,49306,40,1975,Addition
202,202,202,NA,NA,Appendix A amended,8707,50,1985,Modification
202,202,202,NA,NA,Appendix B added,5679,42,1977,Addition
202,202,202,NA,NA,Interpretations,"49087, 51389, 55174",41,1976,Other
202,202,202,NA,NA,Interpretations,"15891, 21605, 40424, 62903",42,1977,Other
202,202,202,NA,NA,Redesignated as Part 202a and effective date note added; new Part 202 added,48026,50,1985,Addition
202,202,202,NA,NA,Revised,1243,42,1977,Modification
202,202,202,NA,NA,Staff interpretations,"11967, 30531, 32742, 39341",43,1978,Other
202,202,202,NA,NA,Staff interpretations,"37600, 44830",44,1979,Other
202,202,202,NA,NA,Staff interpretations,16999,45,1980,Other
202.001,202.001,202,001,NA,Added,13579,41,1976,Addition
202.1,202.1,202,1,NA,(b)(1) amended,8707,50,1985,Modification
202.1,202.1,202,1,NA,(c) revised; (f) added,20577,41,1976,Addition
202.1,202.1,202,1,NA,(d) revised,18540,43,1978,Modification
202.1,202.1,202,1,NA,(d)(2)(i) correctly revised,"19644, 21318",43,1978,Modification
202.1101,202.1101,202,1101,NA,Added,22861,42,1977,Addition
202.1102,202.1102,202,1102,NA,Added,22861,42,1977,Addition
202.1103,202.1103,202,1103,NA,(a) and (d) corrected,39368,42,1977,Modification
202.1103,202.1103,202,1103,NA,Added,36801,42,1977,Addition
202.1104,202.1104,202,1104,NA,Added,57070,44,1979,Addition
202.1104,202.1104,202,1104,NA,Suspended,3567,45,1980,Other
202.1104,202.1104,202,1104,NA,Technical correction,9259,45,1980,Modification
202.13,202.13,202,13,NA,(b) revised; (c) redesignated as (d); new (c) added,28255,41,1976,Addition
202.14,202.14,202,14,NA,(b) and (d) revised,20577,41,1976,Modification
202.2,202.2,202,2,NA,(c)(1)(i) and (2)(iii) revised; (c)(3) added,11969,43,1978,Addition
202.2,202.2,202,2,NA,(l) revised,23814,44,1979,Modification
202.4,202.4,202,4,NA,(d)(1) amended; (d)(3) added,20577,41,1976,Addition
202.5,202.5,202,5,NA,(d)(2) amended,20577,41,1976,Modification
202.6,202.6,202,6,NA,Amended,38759,41,1976,Modification
202.601,202.601,202,601,NA,Added eff. 4-1-83,46076,47,1982,Addition
202.7,202.7,202,7,NA,"(a) effective date deferred, 1-31-76",60055,40,1975,Other
202.801,202.801,202,801,NA,Added,40424,42,1977,Addition
202.9,202.9,202,9,NA,(a) and (b) revised,20577,41,1976,Modification
202.901,202.901,202,901,NA,Added eff. 4-1-83,46076,47,1982,Addition
202a,202a,202a,NA,NA,Redesignated from Part 202 and effective date note added; eff. 12-16-85 (Part 202a to be removed eff. 10-1-86),48026,50,1985,Deletion
203,203,203,NA,NA,Removed,11873,39,1974,Deletion
203,203,203,NA,NA,Added,23936,41,1976,Addition
203,203,203,NA,NA,Appendix C added,751,47,1982,Addition
203,203,203,NA,NA,Exemptions,"49954, 49956",47,1982,Other
203,203,203,NA,NA,Revised,40683,46,1981,Modification
203.001,203.001,203,001,NA,Added,19123,42,1977,Addition
203.002,203.002,203,002,NA,Added,19123,42,1977,Addition
203.2,203.2,203,2,NA,(h) added,58571,48,1983,Addition
203.3,203.3,203,3,NA,(a)(2) revised,56571,48,1983,Modification
203.4,203.4,203,4,NA,(d) added,80814,45,1980,Addition
203.4,203.4,203,4,NA,(d)(1) revised,56571,48,1983,Modification
203.5,203.5,203,5,NA,(d) and (e) added,80814,45,1980,Addition
204,204,204,NA,NA,Added,19220,45,1980,Addition
204,204,204,NA,NA,"Footnotes 5a, 6, 7, and 8 redesignated as 6, 10, 11, and 12",26199,41,1976,Addition
204,204,204,NA,NA,Revised,56018,45,1980,Modification
204.1,204.1,204,1,NA,(e)(1) revised,43056,39,1974,Modification
204.1,204.1,204,1,NA,(f)(5) amended,34020,39,1974,Modification
204.1,204.1,204,1,NA,(b) and (g) amended; (k) and (l) added,19220,45,1980,Addition
204.1,204.1,204,1,NA,(e)(1) revised,46301,40,1975,Modification
204.1,204.1,204,1,NA,(f) interpretation,13296,42,1977,Other
204.1,204.1,204,1,NA,(f) introductory text and (3) revised,26198,41,1976,Modification
204.1,204.1,204,1,NA,(f)(1) revised,"1616, 19644",43,1978,Modification
204.1,204.1,204,1,NA,Corrected,48499,40,1975,Modification
204.1,204.1,204,1,NA,Introductory text of (f) revised; (f)(5) added; (g) amended,"16651, 33456",38,1973,Addition
204.1(c),204.1(c),204,1(c),NA,revised,41984,39,1974,Modification
204.110,204.110,204,110,NA,Added,34020,39,1974,Addition
204.117,204.117,204,117,NA,Added,16651,38,1973,Addition
204.118,204.118,204,118,NA,Added,26679,41,1976,Addition
204.119,204.119,204,119,NA,Added,26200,41,1976,Addition
204.120,204.120,204,120,NA,Added,28305,45,1980,Addition
204.121,204.121,204,121,NA,Added,69879,45,1980,Addition
204.122,204.122,204,122,NA,Added,62812,46,1981,Addition
204.123,204.123,204,123,NA,Added,8987,47,1982,Addition
204.124,204.124,204,124,NA,Added,13011,50,1985,Addition
204.2,204.2,204,2,NA,(a)(1)(viii) added; (c)(1)(ii) and (f)(1)(v) revised,28973,48,1983,Addition
204.2,204.2,204,2,NA,(b) revised,19220,45,1980,Modification
204.2,204.2,204,2,NA,"(b)(1) amended; (b)(1)(viii), (2), (c)(1)(i) and (ii), (d)(1)(i)(A), and (f)(1)(v) revised",46263,48,1983,Modification
204.2,204.2,204,2,NA,(b)(1)(vii) and (e)(6) amended,81537,45,1980,Modification
204.2,204.2,204,2,NA,(b)(2)(iv)(A) and (c)(1)(iii) amended,224,48,1983,Modification
204.2,204.2,204,2,NA,"(b)(2), (c)(1)(i)(E) and (ii) revised; (c)(1)(iii) added",38105,47,1982,Addition
204.2,204.2,204,2,NA,"(b)(2), (d), and (e) revised",55208,47,1982,Modification
204.2,204.2,204,2,NA,(e)(1)(viii) confirmed,58212,47,1982,Other
204.2,204.2,204,2,NA,(e)(4) through (6) revised; (e)(7) added,44993,47,1982,Addition
204.2,204.2,204,2,NA,(e)(7) revised,52693,47,1982,Modification
204.2,204.2,204,2,NA,(f)(2) revised,22178,46,1981,Modification
204.2,204.2,204,2,NA,(h) footnote 1 amended; eff. 2-2-84,44707,47,1982,Modification
204.2,204.2,204,2,NA,(h) revised,79749,45,1980,Modification
204.2,204.2,204,2,NA,(h) revised,32428,46,1981,Modification
204.2,204.2,204,2,NA,(h)(1)(i)(B) and (ii)(B) revised,73015,45,1980,Modification
204.2,204.2,204,2,NA,(t) added,27092,46,1981,Addition
204.2,204.2,204,2,NA,(t) footnote 1 redesignated as footnote 2,32429,46,1981,Addition
204.3,204.3,204,3,NA,(a) introductory text and (d) revised; (c) amended,17335,48,1983,Modification
204.3,204.3,204,3,NA,"(a) introductory text, (1)(ii), (2)(ii), and (c) amended",32430,46,1981,Modification
204.3,204.3,204,3,NA,"(a) introductory text, (1)(ii), and (2)(ii) amended",81537,45,1980,Modification
204.3,204.3,204,3,NA,(a)(3) added,55206,47,1982,Addition
204.3,204.3,204,3,NA,(a)(3)(i) revised,2314,48,1983,Modification
204.3,204.3,204,3,NA,(c) amended; (d) revised; eff. 2-2-84,17336,48,1983,Modification
204.3,204.3,204,3,NA,"(c), (d)(1), (2), and (4), and (h) revised; eff. 2-2-84",44707,47,1982,Modification
204.3,204.3,204,3,NA,"(d) heading, (1) and (3) revised",73015,45,1980,Modification
204.3,204.3,204,3,NA,(d)(2) revised,10140,46,1981,Modification
204.3,204.3,204,3,NA,(d)(3) amended,14482,47,1982,Modification
204.3,204.3,204,3,NA,(e) and (f) added,19220,45,1980,Addition
204.3,204.3,204,3,NA,(i) added,58100,45,1980,Addition
204.3,204.3,204,3,NA,Technical correction,57904,47,1982,Modification
204.4,204.4,204,4,NA,(a) table revised; eff. 2-2-84,44708,47,1982,Modification
204.4,204.4,204,4,NA,(b) introductory text and (c) revised,49827,47,1982,Modification
204.4,204.4,204,4,NA,"(b)(1) introductory text and (i) revised; (a), (c), and (f) amended",2314,48,1983,Modification
204.4,204.4,204,4,NA,"(b)(1) introductory text and (ii), (2) introductory text and (ii), (d), and (g)(2)(ii)(A) and (B) and (iii) amended",32430,46,1981,Modification
204.4,204.4,204,4,NA,"(b)(1)(ii), (2) introductory text, (2)(ii), and (g)(2)(iv) amended",81537,45,1980,Modification
204.4,204.4,204,4,NA,(b)(2)(ii) revised,55207,47,1982,Modification
204.4,204.4,204,4,NA,(e) revised,14482,47,1982,Modification
204.4,204.4,204,4,NA,(e) revised; temporary,57667,46,1981,Modification
204.4,204.4,204,4,NA,(f) amended,51509,50,1985,Modification
204.4,204.4,204,4,NA,(f) revised,57668,46,1981,Modification
