"Part","Change","Page","FedReg_Number","Year"
"225","Appendix A amended","8181",60,"1995"
"225","Appendix A amended","45616",60,"1995"
"225","Appendix A amended","46179",60,"1995"
"225","Appendix A amended","46181",60,"1995"
"225","Appendix A amended; interim","39230",60,"1995"
"225","Appendixes A and D amended; interim","39231",60,"1995"
"225","Appendix A amended; eff. 4-1-96","66045",60,"1995"
"226.1","(d)(5) redesignated as (d)(6); (b) and new (d)(6) revised; new (d)(5) added","15471",60,"1995"
"226.2","(a)(17)(i) Footnote 3 revised","15471",60,"1995"
"226.5b","(f)(2) introductory text revised; (f)(4) added","15471",60,"1995"
"226.23","(a)(3) Footnote 48 revised","15471",60,"1995"
"226.28","(b) amended","15471",60,"1995"
"226.31-226.33","(Subpart E) Added","15471",60,"1995"
"226.31","(g) corrected","29969",60,"1995"
"226.32","(b)(1)(iii) corrected","29969",60,"1995"
"226","Appendix H amended","15473",60,"1995"
"226","Appendix K added","15474",60,"1995"
"226","Appendix L added","15476",60,"1995"
"226","Supplement I amended","16776",60,"1995"
"226","Supplement I amended","16777",60,"1995"
"226","Supplement I amended","16778",60,"1995"
"226","Supplement I amended","16779",60,"1995"
"226","Supplement I amended","16780",60,"1995"
"226","Appendix K corrected","50400",60,"1995"
"228","Authority citation revised","22189",60,"1995"
"228.1","Removed","22201",60,"1995"
"228.2","Removed","22201",60,"1995"
"228.3","Removed; eff. 7-1-97","22201",60,"1995"
"228.4","Removed; eff. 7-1-97","22201",60,"1995"
"228.5","Removed; eff. 7-1-97","22201",60,"1995"
"228.6","Removed; eff. 7-1-97","22201",60,"1995"
"228.7","Removed; eff. 7-1-97","22201",60,"1995"
"228.8","Removed","22201",60,"1995"
"228.11-228.12","(Subpart A) Added","22190",60,"1995"
"228.12","(h)(3) amended","66050",60,"1995"
"228.21-228.29","(Subpart B) Added","22191",60,"1995"
"228.27","(h) amended","66050",60,"1995"
"228.41-228.45","(Subpart C) Added","22195",60,"1995"
"228.51","(Subpart D) Added","22197",60,"1995"
"228.8","Removed; eff. 7-1-97","22201",60,"1995"
"228","(a) amended","66050",60,"1995"
"228.100","Removed","22201",60,"1995"
"228","Appendix A added","22198",60,"1995"
"228","Appendix B added","22200",60,"1995"
"229.1","(b)(2) revised","51670",60,"1995"
"229.2","(e)(6), (s) and (ll) revised; (l) and (y) removed","51670",60,"1995"
"229.12","Heading and (a) revised","51670",60,"1995"
"229.13","(a) introductory text added; (a)(1)(iii) revised","51671",60,"1995"
"229.16","(b)(2) amended","51671",60,"1995"
"229.17","Revised","51671",60,"1995"
"229.19","(b) introductory text, (c)(4)(i), (e)(1)(ii) and (2)(ii) revised","51671",60,"1995"
"229.36","(e) revised","51671",60,"1995"
"229","Appendixes A, B-1, B-2 and C amended","51671",60,"1995"
"229","Appendix E revised","51672",60,"1995"
"229","Appendix F amended","51703",60,"1995"
"230.4","(b)(6)(iii) amended; interim","5130",60,"1995"
"230.8","(c)(6)(ii) added; interim","5130",60,"1995"
"230","Appendix A amended; interim","5130",60,"1995"
"230","Appendix B amended; interim","5131",60,"1995"
"261a","Revised","3341",60,"1995"
"263","Authority citation revised","35682",60,"1995"
"263.300-263.305 (Subpart I)","Added","35682",60,"1995"
"265.6","(b)(2) revised; (b)(3) added","10307",60,"1995"
"265.11","(e)(12) added","22257",60,"1995"
