"Part","Change","Page","FedReg_Number","Year"
"211.24","(f) amended","4344",61,"1996"
"211.24","(g) added","39053",61,"1996"
"211.3","Added","6921",61,"1996"
"212","Revised","40302",61,"1996"
"213.1","Revised","52258",61,"1996"
"213.2","Revised","52258",61,"1996"
"213.3","Revised","52259",61,"1996"
"213.4","Revised","52259",61,"1996"
"213.5","Revised","52260",61,"1996"
"213.6","Removed","52258",61,"1996"
"213.7","Revised","52261",61,"1996"
"213.8","Revised","52261",61,"1996"
"213.9","Added","52261",61,"1996"
"213","Appendix D removed","52258",61,"1996"
"213","Appendix A revised","52262",61,"1996"
"213","Appendixes B and C revised; Supplement I amended","52269",61,"1996"
"215.2","(e)(2)(i) revised","57770",61,"1996"
"215.2","Regulation at 61 FR 57770 eff. date corrected to 11-8-96","58782",61,"1996"
"215.4","(a) introductory text, (1) and (2) redesignated as (a)(1) introductory text, (i) and (ii); new (a)(1) heading and new (2) added","57770",61,"1996"
"215.4","Regulation at 61 FR 57770 eff. date corrected to 11-8-96","58782",61,"1996"
"218","Removed","57289",61,"1996"
"218.101","Redesignated as 250.400","57289",61,"1996"
"218.102","Redesignated as 250.401","57289",61,"1996"
"218.103","Redesignated as 250.402","57289",61,"1996"
"218.104","Redesignated as 250.403","57289",61,"1996"
"218.105","Redesignated as 250.404","57289",61,"1996"
"218.106","Redesignated as 250.405","57289",61,"1996"
"218.107","Redesignated as 250.406","57289",61,"1996"
"218.108","Redesignated as 250.407","57289",61,"1996"
"218.109","Redesignated as 250.408","57289",61,"1996"
"218.110","Redesignated as 250.409","57289",61,"1996"
"218.111","Redesignated as 250.410","57289",61,"1996"
"218.112","Redesignated as 250.411","57289",61,"1996"
"218.113","Redesignated as 250.412","57289",61,"1996"
"218.114","Removed","57289",61,"1996"
"219","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,"1996"
"219.1-219.7 (Subpart A)","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,"1996"
"219.1","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,"1996"
"219.2","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,"1996"
"219.2","Revised","29640",61,"1996"
"219.3","Revised","29640",61,"1996"
"219.4","Revised","29640",61,"1996"
"219.5","Revised","29641",61,"1996"
"219.6","Revised","29641",61,"1996"
"219.6","(b) corrected","32317",61,"1996"
"219.7","Removed","29641",61,"1996"
"219.21-219.24 (Subpart B)","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,"1996"
"219.21","Authority citation revised","58975",61,"1996"
"219.21","Amended","58975",61,"1996"
"220","OTC margin stock lists","2667, 18495, 39556, 55555",61,"1996"
"220","Authority citation revised","60167",61,"1996"
"220.1","Revised","20390",61,"1996"
"220.2","Revised","20390",61,"1996"
"220.3","Revised","20392",61,"1996"
"220.4","Revised","20392",61,"1996"
"220.5","Revised","20394",61,"1996"
"220.6","Revised","20394",61,"1996"
"220.7","Revised","20394",61,"1996"
"220.8","Revised","20394",61,"1996"
"220.9","Revised","20395",61,"1996"
"220.10","Revised","20395",61,"1996"
"220.11","Revised","20395",61,"1996"
"220.12","Revised","20395",61,"1996"
"220.13","Revised","20396",61,"1996"
"220.14","Revised","20396",61,"1996"
"220.15","Revised","20396",61,"1996"
"220.16","Revised","20396",61,"1996"
"220.17","Revised","20397",61,"1996"
"220.18","Revised","20397",61,"1996"
"220.19","Removed","20398",61,"1996"
"220.106","Removed","20398",61,"1996"
"220.107","Removed","20398",61,"1996"
"220.109","Removed","20398",61,"1996"
"220.112","Removed","20398",61,"1996"
"220.114","Removed","20398",61,"1996"
"220.115","Removed","20398",61,"1996"
"220.116","Removed","20398",61,"1996"
"220.12","Removed","20398",61,"1996"
"220.125","Removed","20398",61,"1996"
"220.129","Removed","20398",61,"1996"
"220.13","Removed","20398",61,"1996"
"220.132","Added","60167",61,"1996"
"221","OTC margin stock lists","2667, 18495, 39556, 55555",61,"1996"
"221","Authority citation revised","60167",61,"1996"
"221.125","Added","60167",61,"1996"
"224","OTC margin stock lists","2667, 18495, 39556, 55555",61,"1996"
"225.2","(q) added; interim","56407",61,"1996"
"225.4","(f) amended","4344",61,"1996"
"225.125","(g) revised","45875",61,"1996"
"225","Appendix A amended","47372",61,"1996"
"225","Appendix E added","47373",61,"1996"
"226","Adjustment notice","3177, 65317",61,"1996"
"226.2","(a)(6) revised","49245",61,"1996"
"226.4","(a), (c)(7)(ii), (iii), (d) heading, (1) heading, introductory text and (i) revised; (c)(7)(iv) redesignated as (v); (b)(10), (c)(7) heading, new (iv), (d)(3) and (e)(3) added","49245",61,"1996"
"226.17","(c)(2) redesignated as (c)(2)(i); (a)(1) Footnote 38, new (c)(2)(i) and (f) revised; (c)(2)(ii) added","49246",61,"1996"
"226.18","(d) Footnote 41 removed; (d)(1) and (2) added; (c) Footnotes 39 and 40 redesignated as (c) Footnotes 40 and 41; (n) revised","49246",61,"1996"
"226.19","(a)(2) revised","49246",61,"1996"
"226.22","(a)(4) and (5) added","49246",61,"1996"
"226.23","(b) introductory text and (1) through (5) redesignated as (b)(1) introductory text and (i) through (v); (b)(2), (g) and (h) added","49246",61,"1996"
"226.31","(d) and (g) revised","49247",61,"1996"
"226","Supplement I amended","14955, 14956, 14957, 14959, 49248",61,"1996"
"226","Appendix H amended","49247",61,"1996"
"228.12","(h)(3) amended","21363",61,"1996"
"229","Appendixes A and B amended","25390",61,"1996"
"231.3","(a) introductory text revised","1274",61,"1996"
"245","Removed","52876",61,"1996"
"250","Authority citation revised","57289",61,"1996"
"250.161","(d) amended","19806",61,"1996"
"250.162","(a) amended","19806",61,"1996"
"250.242","Added","19806",61,"1996"
"250.400-250.413","Undesignated center heading added","57289",61,"1996"
"250.400","Redesignated from 218.101","57289",61,"1996"
"250.401","Redesignated from 218.102","57289",61,"1996"
"250.402","Redesignated from 218.103","57289",61,"1996"
"250.403","Redesignated from 218.104","57289",61,"1996"
"250.404","Redesignated from 218.105","57289",61,"1996"
"250.405","Redesignated from 218.106","57289",61,"1996"
"250.406","Redesignated from 218.107","57289",61,"1996"
"250.407","Redesignated from 218.108","57289",61,"1996"
"250.408","Redesignated from 218.109","57289",61,"1996"
"250.409","Redesignated from 218.110","57289",61,"1996"
"250.410","Redesignated from 218.111","57289",61,"1996"
"250.411","Redesignated from 218.112","57289",61,"1996"
"250.412","Redesignated from 218.113","57289",61,"1996"
"250.413","Added","57289",61,"1996"
"261.10","Appendix A amended; interim","60014",61,"1996"
"263","Authority citation revised","20341; 56407",61,"1996"
"263.1","(e)(9) amended; (f) redesignated as (g); (e)(11), (12) and new (f) added","20341",61,"1996"
"263.6","(a)(3) revised","20341",61,"1996"
"263.8","(b) revised","20342",61,"1996"
"263.11","(c)(2) and (d) revised","20342",61,"1996"
"263.12","(a), (c)(1), (2) and (3) revised","20342",61,"1996"
"263.20","Revised","20342",61,"1996"
"263.24","(a) and (b) revised","20342",61,"1996"
"263.25","(a), (b), (e) and (g) revised","20343",61,"1996"
"263.33","(a) revised","20343",61,"1996"
"263.34","(a) and (b)(1) revised","20343",61,"1996"
"263.35","(a)(3) redesignated as (a)(4); new (a)(3) added; (b) revised","20343",61,"1996"
"263.37","Heading and (a)(1) revised","20344",61,"1996"
"263.38","Revised","20344",61,"1996"
"263.65","Added","56407",61,"1996"
"263.65","(b)(2) introductory text corrected","65318",61,"1996"
"264","Revised","53830",61,"1996"
"265.6","(a)(1) revised","13395",61,"1996"
"268.207","(e) revised","252",61,"1996"
"268.301","(c)(3) amended","13079",61,"1996"
"268.304","(a)(3)(i)(A) amended","252",61,"1996"
"268.305","(c)(1) amended","13079",61,"1996"
"268.506","Amended","13079",61,"1996"
