Part.Number,Change,Page,FedReg_Number,Year
268.106,(a)(4) removed; (a)(5) revised,27029,84,2019
268.107,(e)(2) amended; (g) redesignated as (h); new (g) added,27029,84,2019
268.108,(g) heading revised,27030,84,2019
268.201,(a) and (c) introductory text revised,27030,84,2019
268.203,Revised,27030,84,2019
268.204,"(i), (j), and (k) revised; (l)(3) amended",27034,84,2019
268.205,Removed,27034,84,2019
268.302,Removed,27034,84,2019
268.401,(c) revised,27034,84,2019
268.403,(a) revised; (g) added,27034,84,2019
268.405,Revised,27034,84,2019
268.502,(b)(2) and (c) revised,27034,84,2019
268.504,(c) revised,27035,84,2019
268.710,(c) and (d)(4) revised; section amended,27035,84,2019
201.51,(a) and (b) revised,"13724, 16524",85,2020
204.2,"(c)(1)(ii), (c)(1)(iii) and (iv) removed, redesigned as new, revised; interim",23447,85,2020
204.4,(f) revised; interim,16526,85,2020
204.4,(f) revised; eff. 1-11-21,79823,85,2020
204.10,(b)(5) revised,"7856, 13725, 16528",85,2020
208.36,(b)(3) added; interim,77360,85,2020
208.43,(b)(2)(iv)(B) and (3)(iv)(B) revised; interim,32989,85,2020
208.64,(d) added; interim,77360,85,2020
208.121,Amended; interim,77360,85,2020
209,Nomenclature change; eff. 1-11-21,79390,85,2020
211.26,(c)(2)(iii) added; interim,77360,85,2020
212.2,(o)(3) added; interim,77361,85,2020
213,Supplement I amended,79392,85,2020
215,Authority citation revised,22349,85,2020
215.3,(b)(6) and (7) amended; (b)(8) added; interim,22349,85,2020
215.3,(b)(8) introductory text and (ii) revised; interim,43121,85,2020
217,Authority citation revised,"20393, 22929, 22938",85,2020
217,Notification,17721,85,2020
217,Policy statement,64003,85,2020
217.2,Amended,"4414, 4578",85,2020
217.2,Amended; interim,20393,85,2020
217.2,Regulation at 85 FR 20393 eff. date confirmed,68243,85,2020
217.10,"(c)(4)(ii)(A), (B), and (C) revised",4416,85,2020
217.10,(c)(4)(ii) introductory text revised; (c)(4)(ii)(J) added,4578,85,2020
217.10,"(c)(4)(ii)(A), (B)(1), introductory text, (i), (2)(i), and (H) amended; (c)(4)(ii)(B)(2)(i) and (ii) revised",57961,85,2020
217.11,Revised,15596,85,2020
217.11,(a)(2)(i) revised; interim,15916,85,2020
217.11,Regulation at 85 FR 15916 confirmed,63428,85,2020
217.12,(a)(4) added; interim,77361,85,2020
217.32,(f) revised,4417,85,2020
217.32,(a)(1)(iii) added; interim,20393,85,2020
217.32,(f)(1) revised,57961,85,2020
217.32,Regulation at 85 FR 20393 eff. date confirmed,68243,85,2020
217.34,Revised,4417,85,2020
217.35,(a)(3) and (c)(3)(iii) added; (b)(4)(i) revised,4419,85,2020
217.37,"(c)(3)(iii), (iv)(A), (C), (c)(4)(i)(B) introductory text, and (1) revised",4419,85,2020
217.37,(c)(2)(i)(B) amended,57961,85,2020
217.131,(e)(3)(viii) added; interim,20393,85,2020
217.131,Regulation at 85 FR 20393 eff. date confirmed,68243,85,2020
217.132,"(b)(2)(ii)(A)(3), (4), (5), (c) heading, (1), (2), (5) through (8), (d)(10)(i), and (e)(6)(viii) revised; (b)(2)(ii)(A)(6), (7), and (c)(9) through (11) added; (e)(5)(i)(A), (C), (H), and (6)(i)(B) amended; (e)(5)(ii) Table 3 redesignated as Table 4",4419,85,2020
217.132,"(c)(8)(iii), (iv), and (9)(i) amended; (c)(9)(ii)(A)(1) and (iv)(A)(3) revised",57961,85,2020
217.133,"(a), (b)(1), (2), (3), (4)(i), (c)(1), (2), (3), (4)(i), and (d) revised",4426,85,2020
217.133,"(d)(4), (5), (6) introductory text, and (i) through (iii) revised",57962,85,2020
217.134,(d)(3) amended,4419,85,2020
217.173,Table 13 amended,4428,85,2020
217.202,(1) introductory text and (i) amended,4419,85,2020
217.210,(e)(1) amended,4419,85,2020
217.300,(g) and (h) added,4429,85,2020
217.301,Revised; interim,17733,85,2020
217.301,"Correction: (b)(1), (c)(2) introductory text, (d) introductory text, (2)(i) introductory text, and (ii) introductory text amended",29842,85,2020
217.301,Revised,61589,85,2020
217.302,Added; interim,16236,85,2020
217.302,Regulation at 85 FR 16236 eff. date confirmed,68243,85,2020
217.303,Added; interim,20586,85,2020
217.303,Revised; interim,32989,85,2020
217.304,Added,22929,85,2020
217.304,(d) added,22938,85,2020
217.305,Added; interim,20393,85,2020
217.305,Regulation at 85 FR 20393 eff. date confirmed,68243,85,2020
225.2,(e) introductory text and (1) amended; (e)(2) and (q)(2) revised; (u) added,12421,85,2020
225.2,Regulation at 58 FR 12421 eff. date delayed to 9-30-20,18427,85,2020
225.8,Revised,15599,85,2020
225.9,Added,12421,85,2020
225.9,Regulation at 58 FR 12421 eff. date delayed to 9-30-20,18427,85,2020
225.10,Added; interim,77361,85,2020
225.31--225.34 (Subpart D),Revised,12422,85,2020
225.31--225.34 (Subpart D),Regulation at 58 FR 12422 eff. date delayed to 9-30-20,18427,85,2020
225.63,(f) added; interim (temporary),21317,85,2020
225.63,(f) revised (temporary),65671,85,2020
226,Supplement I amended,"79387, 79395",85,2020
228.12,(u)(1) revised,83748,85,2020
235,Heading revised; interim,77362,85,2020
235.5,(a)(4) added; interim,77362,85,2020
237,Heading revised; interim,39469,85,2020
237,Heading revised,39773,85,2020
237.1,(e)(6) and (7) revised; interim,39469,85,2020
237.1,"(e)(6), (7), and (h) introductory text revised; (h)(1), (3), and (5) added",39773,85,2020
237.9,(h) added,39774,85,2020
237.10,(a) revised,39774,85,2020
237.11,Revised,39774,85,2020
238.2,"(e), (r)(2), and (tt) revised",12426,85,2020
238.2,Regulation at 58 FR 12426 eff. date delayed to 9-30-20,18427,85,2020
238.2,Correction: (tt) added,14772,85,2020
238.5,(b) revised; interim,77362,85,2020
238.8,Heading revised; (b) and (c) added,12426,85,2020
238.8,Regulation at 58 FR 12426 eff. date delayed to 9-30-20,18427,85,2020
238.9,Revised,12426,85,2020
238.9,Regulation at 58 FR 12426 eff. date delayed to 9-30-20,18427,85,2020
238.21--238.23 (Subpart C),Revised,12427,85,2020
238.21--238.23 (Subpart C),Regulation at 58 FR 12426 eff. date delayed to 9-30-20,18427,85,2020
238.53,(c)(3) added; interim,77363,85,2020
238.92,(p)(3) added; interim,77363,85,2020
246,Authority citation revised,78953,85,2020
246.1,(a) through (c) revised; eff. 1-7-21,78953,85,2020
246.2,(n) through (p) added; eff. 1-7-21,78953,85,2020
246.3,Revised; eff. 1-7-21,78953,85,2020
248.6,(f) added,46503,85,2020
248.10,"(c)(1), (3)(i), (8), (10) heading, (i), (11), and (d)(6) revised; (c)(15) through (18) and (d)(11) added",46503,85,2020
248.12,"(b)(1)(ii), (4), (c)(1), (d), and (e) revised; (b)(5) added",46507,85,2020
248.13,(d) added,46508,85,2020
248.14,"(a)(2)(i), (ii)(C), and (c) revised; (a)(2)(iii) through (v) and (3) added",46509,85,2020
248.20,"(a), (d) heading, (1), and (e) introductory text revised",46509,85,2020
248.20,Correction: instruction amended,60355,85,2020
249.3,Footnotes 1 and 2 redesignated as footnotes 2 and 3; section amended; interim,26841,85,2020
249.3,Regulation at 85 FR 26841 eff. date confirmed,68243,85,2020
249.34,Added; interim,26841,85,2020
249.34,Regulation at 85 FR 26841 eff. date confirmed,68243,85,2020
252,Authority citation revised,17006,85,2020
252.16,(b)(1) through (3) added,15604,85,2020
252.44,(c) redesignated as (d); new (c) added,15604,85,2020
252.54,(b)(2) revised,15605,85,2020
252.56,(b) revised,15605,85,2020
252.63,(c)(2)(i) revised; interim,17006,85,2020
252.63,Regulation at 85 FR 17006 confirmed,63428,85,2020
252.165,(d)(2)(i) revised; interim,17006,85,2020
252.165,Regulation at 85 FR 17006 confirmed,63428,85,2020
252.170,(c)(1) revised,31952,85,2020
252,Appendix B amended,15605,85,2020
261,Revised,57627,85,2020
261a.12,(b)(11) redesignated as (b)(12); new (b)(11) added,73604,85,2020
263.65,Revised,2007,85,2020
204.2,(aa) Revised,29938,86,2021
204.4,Regulation at 85 FR 16525 Confirmed,8853,86,2021
204.4,(f) Revised; Effective 1-7-22,69578,86,2021
204.10,"(b) introductory text, (1) through (3), and (d)(1) through (4) Revised",29938,86,2021
204.10,(b)(5) Revised,38906,86,2021
204.10,"(b)(1); (b)(4), (5), and (d)(5) removed; (d)(6) redesignated as new (d)(5) Revised",50214,86,2021
209,Amended; Effective 1-7-22,69579,86,2021
213,Supplement I amended,67849,86,2021
215,Authority citation revised,9839,86,2021
215.3,(b)(8)(i) through (iii) Revised; Interim,9839,86,2021
215.3,(b)(8)(i) through (iii); (b)(8)(iv) Revised; Added,27509,86,2021
217.2,Amended,731,86,2021
217.10,(c); (d) redesignated as (e); new (d) Revised; Added,732,86,2021
217.11,(a)(2)(i) Revised Correction,3762,86,2021
217.11,"(a)(2)(iii), (vi), (3)(i) introductory text, (4), (c) heading, (1)(i), (ii), (iii) introductory text, (iv) introductory text, (v) introductory text, (vi) introductory text, and (2); second (c)(1)(v) redesignated as (c)(1)(vii) Revised",7938,86,2021
217.11,Instruction amended correction,9261,86,2021
217.20,(c)(3) and (d)(4) redesignated as (c)(3)(i) and (d)(4)(i); (c)(3)(ii) and (d)(4)(ii) Added; Interim,15080,86,2021
217.22,"(c), (f), and (h) Revised",735,86,2021
217.121,(c) Amended,738,86,2021
217.132,(c)(7)(iii) and (iv) Amended,738,86,2021
217.303,(a) and (e) Amended,738,86,2021
225.8,"(c)(1), (2), (d)(3) through (21), (e)(2)(i)(A), (4)(i)(B)(3), (ii), (iii), (f)(1), (h)(2) through (5), and (i) through (k); (d)(22), (e)(4)(i)(B)(4), (iv), and (l) removed; (f)(4) Revised; Added",7940,86,2021
225.300--225.303 (Subpart N),Added; Effective 4-1-22,66442,86,2021
226,Supplement I amended,"67846, 67853",86,2021
228.12,(u)(1) Revised Correction,13805,86,2021
228.12,(u)(1) Revised,71815,86,2021
231.2,(c) through (f) redesignated as (d) through (g); new (c) Revised; Added,11622,86,2021
231.3,(a); (b) and (c) redesignated as (c) and (d); new (b) and (e) Revised; Added,11622,86,2021
238.132,(a)(4) and (d); (c)(2) Revised; Added,7943,86,2021
238.144,"(a)(2), (b)(1), and (2); (b)(3) and (4) Revised; Added",7943,86,2021
238.146,(a)(1) Revised,7943,86,2021
238.170 (Subpart S),Added,7943,86,2021
249,Heading revised,9210,86,2021
249.1,Revised,9210,86,2021
249.2,(b); (c) Revised; Added,9211,86,2021
249.3,Amended,9211,86,2021
249.22,(b)(1) Revised,9212,86,2021
249.30,(b)(3) Revised,9212,86,2021
249.31,"(a)(1) introductory text, (2) introductory text, and (4) Revised",9212,86,2021
249.32,Nomenclature change,9212,86,2021
249.100--249.109 (Subpart K),Added; Nomenclature change,9212,86,2021
249.110 (Subpart L),Added; Nomenclature change,9212,86,2021
249.120 (Subpart M),Added,9213,86,2021
249.130 (Subpart N),Added,9213,86,2021
252.44,(a)(3) and (d) Revised,7949,86,2021
252.54,(b)(2)(i)(B) Revised,7949,86,2021
252.54,(b)(2)(i) introductory text Revised,22844,86,2021
252.56,(a)(2) Revised,7949,86,2021
252.58,(a)(1) Revised,7949,86,2021
252.61,Amended,738,86,2021
252.63,(c)(3)(i)(C) and (5)(iii)(A)(2) Revised,738,86,2021
252.160,(b)(2) Revised,738,86,2021
252.162,(b)(1) Revised,738,86,2021
252.165,(d)(3)(i)(C) Revised,739,86,2021
252,Appendix B Amended,7949,86,2021
262,Authority citation revised,18179,86,2021
262.7,Added,18179,86,2021
262,Appendix A Added,18179,86,2021
263.65,Revised,2528,86,2021
271,Revised,18426,86,2021
272,Nomenclature change,11623,86,2021
201.51,(a) and (b) revised,"22812, 29650, 38646, 48442, 60869, 68888",87,2022
204.4,(f) revised; eff. 1-3-23,73634,87,2022
204.10,(b)(1) revised,"22813, 29651, 38647, 48443, 60870, 68889",87,2022
208,Guidance,32826,87,2022
208,Technical correction,36213,87,2022
209,Heading revised,2030,87,2022
209,Amended; eff. 1-3-23,73635,87,2022
209.1,(c) and (d)(3) revised,2030,87,2022
209.3,"(d)(1) through (3) redesignated as (d)(2),(3), and (5); new (d)(1) and (4) added;heading, (a), (c), (d) heading, and new (5) revised","2030",2022,87
209.4,"(a), (b), (c)(1) introductory text, and (d)(1) introductory text revised; (c)(2) and (3) redesignated as (c)(3) and (4); new (c)(2) added","2030",2022,87
210,Heading revised,34357,87,2022
210.2,Revised,34357,87,2022
210.25--210.32 (Subpart B),Heading and subpart revised,34358,87,2022
210.25,(b)(2) and (c) revised,34358,87,2022
210.26,Revised,34358,87,2022
210.28,(b)(1) through (3) revised,34359,87,2022
210.30,(b) and (c) revised,34359,87,2022
210.32,Heading and (b) revised,34359,87,2022
210.25--210.32 (Subpart B),Appendix B amended,"34359, 34362",87,2022
210.40--210.47 (Subpart C),Added,34362,87,2022
210,Appendix A added,34369,87,2022
213,Supplement I amended,63668,87,2022
226,Supplement I amended,"63665, 63672",87,2022
228.12,(u)(1) revised; eff. 1-1-23,78831,87,2022
235.7,(a)(2) revised; eff. 7-1-23,61230,87,2022
235,Appendix A amended; eff. 7-1-23,61231,87,2022
263.65,Revised,2313,87,2022
265,Revised,54003,87,2022
201.51,Revised,2195,88,2023
201.51,"(a) and (b) revised","8220, 18380, 30216, 50761",88,2023
204.2,(f)(1)(iv)(E) Revised,45058,88,2023
204.4,(f) Revised,83317,88,2023
204.10,(b)(1) Revised,"2196, 8221, 18381, 30217, 50762",88,2023
204.125,Heading and introductory text revised,45058,88,2023
208,Policy statement,25479,88,2023
208.112,Added,7851,88,2023
209,Nomenclature change,83318,88,2023
213,Supplement I amended; eff. 2-2-24,83320,88,2023
217.1 (c)(1),Revised; (g) added; eff. 1-1-24,82967,88,2023
217.2,Amended; eff. 1-1-24,82968,88,2023
217.10,(f) Added; eff. 1-1-24,82969,88,2023
217.11,(e) Added; eff. 1-1-24,82969,88,2023
217.306,Added; eff. 1-1-24,82969,88,2023
217.601--217.608 (Subpart J),Added; eff. 1-1-24,82969,88,2023
226,Supplement I amended; eff. 1-1-24,"83314, 83324",88,2023
228.12,(u)(1) Revised; eff. 1-1-24,87896,88,2023
238.111--238.117 (Subpart L),Removed; eff. 4-1-24,89909,88,2023
238.142,(a)(1) Introductory text revised; (a)(3) added; eff. 1-1-24,82979,88,2023
252.53,(a)(1) Introductory text revised; (a)(3) added; eff. 1-1-24,82980,88,2023
253,Added,5220,88,2023
263,Authority citation revised; eff. 4-1-24,89909,88,2023
263.1--263.41 (Subpart A),Revised; eff. 4-1-24,89909,88,2023
263.50--263.57 (Subpart B),Revised; eff. 4-1-24,89909,88,2023
263.65,Revised,1497,88,2023
263.450--263.457 (Subpart K),Added; eff. 4-1-24,89921,88,2023
263,Appendix A Added; eff. 4-1-24,89923,88,2023
265.4,Correction: (a)(3)(i) amended,32622,88,2023
265.6,Correction: (d)(1) amended,80109,88,2023
265.7,"Correction: (d)(7)(ii)(E)(1), (j)(3)(i), (k)(3)(ii)(A), (iii)(A), (B), and (5)(iii)(M) amended; (e)(9) and (r) added",32622,88,2023
265.7,"Correction: (c)(7)(iii), (iv), (d)(7)(ii)(B)(3), (e)(5), (j)(1)(viii), (k)(1)(ii)(E), (F), and (7)(i) amended; (c)(7)(v), (k)(1)(ii)(G), (H), and (8) added",80109,88,2023
265.8,Correction: (c)(2) and (3) amended,80109,88,2023
265.10,Correction: (b) revised,32622,88,2023
265.10,Correction: (b) redesignated as (c); new (b) added,80109,88,2023
265.11,Correction: (a)(1) amended,32622,88,2023
265.13,Correction: (b)(1)(i) amended,32622,88,2023
265.20,"Correction: (a)(6)(i), (c)(6)(iv)(E), (14)(xvi), (l)(1)(i)(A), and (B) amended",32622,88,2023
